txid,formattedDate,timestamp,amount,direction
743aa218a3fc9a90e4c6eb6801948580e1f01f3acb46a25c4d9bbda3c5f1aec9,"16 Feb 2020, 21:46",1581907595,0.20374198,received
7230d32a2a177f40d93333f832e9d4bd5de7493abe5c9731b31545f8a5ef6c74,"16 Feb 2020, 19:43",1581900228,0.18780296,received
2b0311dc85b6ffad64ef5332b810f46d746c9145649d13012f3d2c8dd38d8eee,"16 Feb 2020, 17:35",1581892559,0.17532896,received
9d6d3af6416b1ac29db32f56c79f2806c4a6bbcbe7b01f58341a5970cd13e5db,"16 Feb 2020, 15:27",1581884868,0.14968798,received
97bec7768aa07c2bb44e5cce959eb13d486ebe742fb2a9b82b1faf56ef436663,"16 Feb 2020, 13:17",1581877052,0.13166997,received
4aef411c599b552ad69ebd0cdb60700dd38fc333393be78dbbcfef42b063a94e,"16 Feb 2020, 11:12",1581869551,0.19542596,received
f25992d4e9f5251b4d18211dd4529ec8cdf6648e09cf553d266d49ac66fb706e,"16 Feb 2020, 09:05",1581861904,0.18503097,received
9f1801297f99ad46ad87e830f2f94ca40e2f88f7a8bbe4413bc857ba4717a892,"16 Feb 2020, 07:02",1581854533,0.22799698,received
9f7c91cf0e50612f23744d9c7769c45c4eb8552448cd08b9177c397871e00214,"16 Feb 2020, 04:55",1581846916,0.26888398,received
a66a18d773c9bb1881610519e7d916c4f9ae0db0262361eec8c53288f91e5886,"16 Feb 2020, 02:47",1581839223,0.28967397,received
5932fe1cf8cb4a8d7c267af29236b8c8d6fc092c4aa72c4050ef2d1f39ba989e,"16 Feb 2020, 00:41",1581831689,0.14414396,received
76b936bac00a788eec566521987814de19d7324e2f6ae6b9e6c059713a807726,"15 Feb 2020, 22:38",1581824329,0.17532894,received
d66c341fe05a608699043d76f6fcbb85205cdee7a1c45d0614326739da074f7d,"15 Feb 2020, 20:32",1581816771,0.19542597,received
33bef6fe359bb76f0d64f0dab759932456043e5e9b39cca5969fb0723efb55d6,"15 Feb 2020, 18:24",1581809074,0.21067198,received
88e868b8abcad700e86463c351f9081f2487fa083857b06fe4b30456cf678f92,"15 Feb 2020, 16:22",1581801732,0.19819795,received
fc2f7e41d4df8d4b8e449b583cab1a7e40c7f704439d7d300aefa3da83ef7318,"15 Feb 2020, 14:17",1581794243,0.16424094,received
1d6f3eadef91806149fc3b748ce884d4276815848225d77bfcbe697b9f573827,"15 Feb 2020, 12:11",1581786662,0.12127499,received
26620da2b884bd6de80b26892d68948d039db4fb8c75bf4451da24a5ea6a4cc7,"15 Feb 2020, 10:04",1581779093,0.15315299,received
6bd75450f0ede730a0dc16967ab251428e6963f2b026fe7fb1efa5a6c8ac3a36,"15 Feb 2020, 08:00",1581771643,0.18295198,received
68f938d4de21c4c12347438cf6065bb7c9457733ed528749584df37a3987fcbb,"15 Feb 2020, 05:58",1581764321,0.20928596,received
640bdf919c277b6763be6954c631e8deb918d04ab9da1b7a1ac0fc4919646420,"15 Feb 2020, 03:54",1581756842,0.31808698,received
7f094cf91ac3ce8e1d24cb8e976afb180ea372598a92b9481ba85868ec8b825a,"15 Feb 2020, 01:52",1581749561,0.22661097,received
ac5c994b6bf66f3785046a785fd3d45baf9533c3516a51f9e2cded0081b4a75b,"14 Feb 2020, 23:47",1581742056,0.15245995,received
0edb7fdd9e4e638366cb5fd59aac8f50ecd541f066d40bd3d6fb2c86d93b8929,"14 Feb 2020, 21:44",1581734690,0.25225196,received
7086e160cfdb365121d18bd08d7ea74d1158a83861874c43d83862f2c428510f,"14 Feb 2020, 19:37",1581727064,0.227997,received
1d7a7d71b9a7dbcad1901449ae80871d45a13d5b55e28e2ef06a8c2680661207,"14 Feb 2020, 17:34",1581719666,0.23354098,received
be0cdf12f33ba44a4ad0ca191c43bdfa7005c7d4fb060fa0c7d3ceb0b9799151,"14 Feb 2020, 15:32",1581712359,0.21482998,received
ce1b567d10e52cac9e251fcfb7fa5a326d8d8bc3f6e7d199d713483aeedf53f3,"14 Feb 2020, 13:26",1581704788,0.24601495,received
e36bbb255671671dfdec1852b3a2f50429b7028c3b1b7b0f4730bd95e5ee1d0e,"14 Feb 2020, 11:17",1581697077,0.12543296,received
ddcfd9306c5b2b7043f28e159fe8de2c46f6ccb79dd8bc96f77a75f1057d643c,"14 Feb 2020, 09:01",1581688899,0.17810095,received
36e2b611e3ff73365a599f47ade15c14aedeb6d322b4dbc14c3957fcc591e643,"14 Feb 2020, 06:50",1581681058,0.19265395,received
f5d1d0ce312b2929bfe978aa79effb073b8bb5f5020717d8bee48588ada8295a,"14 Feb 2020, 04:48",1581673717,0.26126097,received
ddf0eb0c003092f4b7f399e69475c7c1248bb34f183f587799819ad7f3908a41,"14 Feb 2020, 02:43",1581666198,0.21205797,received
432cb491439260be1c4c0b3defc8ac8dc5d7a80a2dcdd8d91e2a4d77d04847ab,"14 Feb 2020, 00:35",1581658510,0.22868996,received
378d8165d308bc8a5b529ac59b1cedda3ae1bf958abf0f6a5d117119f6624b46,"13 Feb 2020, 22:32",1581651165,0.15245999,received
fba105db50d93924a0378b3a31a77b091f0f4453b33e1de44fa9239006156235,"13 Feb 2020, 20:26",1581643619,0.14206498,received
a727a5d0d8720476a5d538fe50e34e40f6c7000d0b4d23a376fea6e665f8431a,"13 Feb 2020, 18:15",1581635734,0.20374197,received
76d8d6d1969b9c334abe66b79803b0ac24a420354276547fbd6de73cc6ac3dec,"13 Feb 2020, 16:06",1581628012,0.20235598,received
b535ddabcd563a5098349afe0d733dff1f069f1b924f2d9df7bffb5f810146d3,"13 Feb 2020, 13:47",1581619635,0.208593,received
855b270eb1231db01c50e69c26a3a1edd8d5fc96ed06c13d4019bd68cea69864,"13 Feb 2020, 11:34",1581611683,0.25363797,received
cb1d725fa326b751176056f80e77bce59ad751462ef637b9b23f85a9f072877b,"13 Feb 2020, 09:31",1581604279,0.17255698,received
2a90b574d66bc78d54c9bcb101440d81382a1e4de87cc8de3978318232224773,"13 Feb 2020, 07:23",1581596622,0.22799697,received
4db21d83dbee957e7065104c124ff3b70bb41e5def416ae53b23e62c4b71fe5e,"13 Feb 2020, 05:18",1581589136,0.22175998,received
f0b798e3b5e6102162664958d0cede358bd4326d9ade56d78b7b90ecf17ee333,"13 Feb 2020, 03:13",1581581632,0.24809395,received
55cba6c37e66360e4abf1d42cecd915c6c599370d1d7122bd2c0106e8760fc9c,"13 Feb 2020, 00:55",1581573319,0.14691595,received
27683c24a5db217fffd64fdf9689a056a0ce8ff9d3fe31578c6753cc62ca876f,"12 Feb 2020, 22:46",1581565572,0.18017993,received
645a9e483ff00db715f50c7976863045471ae53f105a65b14d0421fa27cea621,"12 Feb 2020, 20:42",1581558120,0.20027695,received
c4afb64791a5b467d2a515dff82fa0b5308664ec336048e305a78ebffa2ba129,"12 Feb 2020, 18:29",1581550151,0.23076897,received
7553cf1fb7e716cf2d6c967a05d8d05f8c61076b4c032b0d871b5bee0a30b7c4,"12 Feb 2020, 14:16",1581535016,0.17532898,received
87d17a9d7e27855846d2ad4f6ea42a9ea860ba71636362d52fbb4303a29f2930,"12 Feb 2020, 12:11",1581527468,0.16562698,received
44b81a495b7971dc1a1c5cacf41cba03da8b121e6e1e437170ff5a8c4b33b1fd,"12 Feb 2020, 10:01",1581519710,0.14414398,received
25a433f67b1052d42f7a8f5eba1612f68fa47355781b5acaf2520090328e9df9,"12 Feb 2020, 07:53",1581512018,0.16285495,received
aa2f07e75d09bcef2f545029054f2b3159b41f0870376d44aa94b04c434388d5,"12 Feb 2020, 05:51",1581504675,0.20789996,received
d2eeed786e4a8fce0cf66cfe35bac098111d83485d32a115feee455a89bae02d,"12 Feb 2020, 03:39",1581496751,0.22522494,received
15c4064c3f5eaefec0d7e6272985304cb8588704d14792406c59aa8b9dbeed99,"12 Feb 2020, 01:33",1581489234,0.17602198,received
5ed917731863e1cfc55682ee53d670d43b9243b14e33f55947af567add47f8dd,"11 Feb 2020, 23:32",1581481922,0.15384597,received
760339b2079d31a4b4e18c0145ea316eaa6866e550365b59f8ab7539e7e251db,"11 Feb 2020, 21:27",1581474458,0.14483697,received
60d5b5d835bb2e0d850d09840621b3bc669f16974a8c4a2be929200828007f93,"11 Feb 2020, 19:23",1581467039,0.22522496,received
5ef7a0f93079060d31a212c156411c81ad3e31cfaca4a7d277e0ff117f0b7e99,"11 Feb 2020, 17:18",1581459483,0.16562696,received
1b5db7ce958558c04b20c0584f7903c06f20dad5f57d1b94b5070139a2a7167d,"11 Feb 2020, 15:15",1581452102,0.160776,received
a8271bae30755129410ca9293148cc0ad8bd0444103d9f1a28d1d8684210488e,"11 Feb 2020, 13:08",1581444504,0.16909194,received
995f01aa3f69dc93d84f442938d83ff04063b30979b815adeb7c8913eb820ae5,"11 Feb 2020, 11:02",1581436956,0.20720697,received
b879359beeaf7c4d0a2ed4cb0b601595cae048ae65e0cfdd42e1f549be40f735,"11 Feb 2020, 08:54",1581429287,0.20027697,received
79ed221d954e1e7dbb21290e3b79b5f9ae84f6febb870518f7fc1c2dc73229a2,"11 Feb 2020, 06:52",1581421937,0.176022,received
bc68bef70288e232c7aa7b1fee29407d360cdc989306f6ce062c840530037ddb,"11 Feb 2020, 04:48",1581414507,0.20928595,received
ccda68dc6fc1c9015a2a93ff25a5ac274a580b4c93c2011deff7ce4b1c04ee95,"11 Feb 2020, 02:42",1581406978,0.19889097,received
16d7f1fc64c259ec7a06525df9fda2eba1f5ab28e534f721737178ce8ae85ee5,"11 Feb 2020, 00:38",1581399491,0.18780299,received
2f609abb0e4d83f841e5f0f20bfe57f6c96ba4691c0ea37c5dddf986df43807a,"10 Feb 2020, 22:34",1581392050,0.16493394,received
ed3b45eafb4a7f0d8a8347b28d272800508812330deb8c98991718099cfe5a49,"10 Feb 2020, 20:10",1581383404,0.18849597,received
7e7dedf08c4c93a8d95d4a0c3991f0dbb4daf77229fe1abe0e71f43115553baa,"10 Feb 2020, 18:05",1581375955,0.18087297,received
5e7c2d261ff38cc2108fc175e2d2fb07b86b828ec4013da6af4e12073995eca9,"10 Feb 2020, 16:00",1581368445,0.15800398,received
b179e1ad03fc8560a6a081f708b06ecfd1795c2e197e96b05637c55b1b616e09,"10 Feb 2020, 13:41",1581360066,0.21344398,received
d5f240a2641da0e9cbcec84a172692f718788ef0b5f972062676207ab4a5857b,"10 Feb 2020, 11:36",1581352568,0.26195395,received
19360ce4c975cec88b4bfb3214c0867174a2621c25b038e7a64abb6bab3c56b1,"10 Feb 2020, 09:26",1581344804,0.19542595,received
63e515ecc0002be4b8f93418d842fe7acd211df472b8eb9e0cd774a8a1d74995,"10 Feb 2020, 07:24",1581337462,0.23146196,received
4b3fa8833714576271daa4a4777be1134592cc6e715065be6e3e4523584b76fa,"10 Feb 2020, 05:16",1581329779,0.18849596,received
a28b704b8123c10b9580506ad3f739504927d5bee52c9171780a13fa9ca6f58c,"10 Feb 2020, 03:05",1581321920,0.25779595,received
8cb8f4d89b3bfd032638590d64db2dd12e226d12f33de3289bb7cb8ec4a05357,"9 Feb 2020, 22:51",1581306685,0.12751198,received
2e6f77b788f565a142d2812309b852f9d75d20fb76cb36b13729ebce448f164a,"9 Feb 2020, 20:48",1581299305,0.12681899,received
1ecde2f812560161fafff7cd563ff1b5d2eb47d8ccb0a944bd855ed67d95c601,"9 Feb 2020, 18:41",1581291685,0.23354098,received
6167e1b811a78691ab0eb2eaa52806447881ec8eb6980d31e2ced1705acfe62b,"9 Feb 2020, 16:33",1581284017,0.19334698,received
d860c53fcdc5bbfe4f474e7eda535281d5adbe63c9a6cd347c3affcdde8b9ee1,"9 Feb 2020, 14:29",1581276570,0.17602195,received
4058f56de7ced4b55bc10b3fed3624f8c3db8be65a93bf6a18320bba180846ff,"9 Feb 2020, 12:24",1581269074,0.20304896,received
4cb953f7cf45b7f376fc68b95d8f02a0c2654b0387d26d6e55d7b4ed0dd67403,"9 Feb 2020, 10:23",1581261783,0.107415,received
4eef601975f58cc40e6b83b8eddb73658fac0dce1e7724b13ff1adc44ec55ab7,"9 Feb 2020, 08:20",1581254443,0.16285496,received
b07962979ee67f261451c3935ffba40b17da04783efa0b8d9ba8583d6ed96c78,"9 Feb 2020, 06:13",1581246821,0.19889097,received
a42212035ef491e09b0ae190c3a1b12d5a046a1e2667d7a90f4120d9dbca3910,"9 Feb 2020, 04:07",1581239269,0.18433795,received
3b344b54f99ccde08e1ba67890b899ae1f3bc44e9eae3323243af0259deb6b5a,"9 Feb 2020, 02:03",1581231838,0.21067197,received
065c4f3ac06124a2915be6934bb29b8094a8f1636a0b374f9e97755534ef19d0,"8 Feb 2020, 23:56",1581224168,0.137214,received
c85e385ebc89861085edbd52dff95f839311fa833d86c722626090c2fe7fe009,"8 Feb 2020, 21:46",1581216361,0.13166999,received
4fff471239c5cef763fadb522f1763a16520e8ec0294a3d2b350cf735d8eed2f,"8 Feb 2020, 19:40",1581208855,0.15038093,received
3dcfde2c2df66a3be8439c139a1480c88033dd9426d8470abdd5f8d659c58108,"8 Feb 2020, 17:36",1581201368,0.17394296,received
f2ac6e73b62a9835b27c2cf69faef82faf0faea454033f0d2fc740fd614d0d23,"8 Feb 2020, 15:30",1581193848,0.17740798,received
9ba73567f4032a4319191ac20685d4a57dee0230572c0fcf04cc589bd5b565df,"8 Feb 2020, 13:23",1581186215,0.22383898,received
fc9838c48168500cbfbff6e44710570f80dfa5b596ae5d348de5f14c2cdb9c47,"8 Feb 2020, 11:11",1581178287,0.20027697,received
f82b17be474dfb8e24fe044e3ef28fc0a18ca782695f3871f31d34e5d934045c,"8 Feb 2020, 08:56",1581170174,0.19473296,received
c4bb50516d570f14ecb34a7619a75c90b035b06926727848a02f54f422b5a40c,"8 Feb 2020, 06:47",1581162445,0.22314597,received
55bb1fbfa9bdf94fd52f4477d667b242518b1f0c7483ada6ef5ddca141fca4b0,"8 Feb 2020, 04:45",1581155130,0.16839896,received
9c40f891d2218791584dc8a59cc7c9225b25d1efc333d03795bb15e8f9415266,"8 Feb 2020, 02:39",1581147595,0.17186397,received
273e292d584822aa75fc2f6669069b440c29e31ebf3fa334a66708b778d52e63,"8 Feb 2020, 00:32",1581139962,0.16701297,received
b7b5ed53f86606abf8d7aaa63e665518649cf9e00bda068a32cf965fc78205da,"7 Feb 2020, 22:28",1581132516,0.18433798,received
4764f85da301dc3eaa902b437f7bf6acda3aac7cb2aa13eb0d5ca5dc90f59284,"7 Feb 2020, 20:20",1581124801,0.16562697,received
01cdd51608d83d72d4cb5dbe4f06653671410da8fee22db95d61acc894711f71,"7 Feb 2020, 18:02",1581116570,0.16909198,received
9ab251256e5312b262fccdc57910097530e748deb5c679bee1f1e96c12e5300c,"7 Feb 2020, 15:58",1581109132,0.18780295,received
c1775aeedb6b96a09f1f213731e45c59d09a496b15709d4ec8764ac909d54b15,"7 Feb 2020, 13:54",1581101682,0.23284798,received
6a482ecfefae5bc9980929f49a6bb79c34db7f962320ee153006e71de65a2d07,"7 Feb 2020, 11:49",1581094148,0.20789998,received
ad6ce7e460abe4ea8ae4c37de97874f994fc99bbbc1f2001d44765a6871c02d1,"7 Feb 2020, 09:42",1581086548,0.13929299,received
aa8c0341cbf03e33dc0157236c476b6ef4d49a00c812829822d5fcb526447a46,"7 Feb 2020, 07:41",1581079268,0.19750497,received
3f8c955fa2eb25949328c680242168f3bab45edb0125a0e3245dc5bda74aa66b,"7 Feb 2020, 05:28",1581071303,0.12681899,received
5dc1e5d5153d137f3e5681d75ae34cf0dd75c60da6ba5c0e411426b58a4cd182,"7 Feb 2020, 03:25",1581063932,0.15592497,received
ba96e3622741092aa5f3cdccb19fae93f97a41da3bc8747c4b81b22cc20888ec,"7 Feb 2020, 01:22",1581056579,0.18988197,received
a88bd917691df30b7fbce55aaa1dae5bcdff256443d0a041c418d556f7d623fb,"6 Feb 2020, 23:18",1581049122,0.15938998,received
6a38aadebbe7d8c0d61683a09c23899b57a0db9fe84ecc6439a55974cbafae32,"6 Feb 2020, 21:03",1581041018,0.13374899,received
59f7ff3d40f841d02ee4ab96d20d3edd35ebd3a1fc85b1d3b4fcff9b5f6dad3b,"6 Feb 2020, 18:46",1581032770,0.20166299,received
02de241ff3a61bfb990160aedd6ab56a090f95d0fe9ce7cb09f4a837786179cb,"6 Feb 2020, 16:35",1581024909,0.176022,received
4a15d0c797583fc546c5ebe01788153dbd6e59593714e9248880b187e3bf6c2f,"6 Feb 2020, 14:29",1581017360,0.27304197,received
5a2feeb851030edf2c6d62692e88500d8220614a91cafac6a8031844d13df0c8,"6 Feb 2020, 12:28",1581010101,-15.97653489,sent
71531d21fd69bc7343808a7e3ee6583fa0a211db8b83f60accf46e716ef62d37,"6 Feb 2020, 12:11",1581009100,0.10533596,received
a877ceb3b475996ae082b92041c9fb3b76669b3d7e9f12e4f6862ba07425d76c,"6 Feb 2020, 10:07",1581001626,0.29798995,received
83d0b3a168885e0817edcaacde325a9a380c2f58929cca4707e2d5b90e7ce43b,"6 Feb 2020, 07:49",1580993396,0.24947995,received
1563a1473586fc520ef45d66e0d9bb4352241b3e4d345f01d80ee17be44449cb,"6 Feb 2020, 03:28",1580977727,0.17463596,received
3b7fb8d4c780d5759a3f0c09a8b40b9cb3a59bd7a6acdebc865572c3f7572149,"6 Feb 2020, 01:15",1580969721,0.17186397,received
3ebc1d77a0069e5092f10cb8e2a6ef3145cdde9c1ae8d9aa9e6b74f8ca22ce5d,"5 Feb 2020, 23:10",1580962257,0.18295199,received
12a539ff6685da16b40be6808d1285c2840b804ed5ce0e5b10c60d874501977e,"5 Feb 2020, 21:04",1580954691,0.200277,received
bec577bd55e2c763167e728bd0d8abb3845233f8cee990a6d0e209d015a249d3,"5 Feb 2020, 18:53",1580946810,0.13166998,received
57979278a082cd962b291921f5cae6515291149b9e9a52cd56a7339a5c42725b,"5 Feb 2020, 16:42",1580938978,0.19819798,received
378a144230f5f58bd44278b0e7d058443e6d9397228069e8e19549e3c84f739e,"5 Feb 2020, 14:30",1580931053,0.190575,received
9b8c378dadc2111cb0bf9d33820dc23c5fbfdc9c140b3437db80c719bc4eeae7,"5 Feb 2020, 12:25",1580923551,0.20997899,received
532dbc9ee24cbf9e43e1908ca1b32910cdbe19cd799ac3ab8e39c30ffe68c627,"5 Feb 2020, 10:24",1580916245,0.25363795,received
269e8ab6d350ddce66ed05d2e85144994269547a9768d85cca3117de8d30924a,"5 Feb 2020, 06:19",1580901553,0.15661797,received
0424d7b36808409c73f4da2d819edc4050c70787d27f349d632362360afa9711,"5 Feb 2020, 04:15",1580894113,0.21275098,received
cff6d78146a4db30042e2af68fd71efec6d8a4c671226cb812e85668cfaa4c66,"5 Feb 2020, 00:05",1580879118,0.15523199,received
77633c9dc6445781610170cc97db0d942b7feab114b420f1b26b73d94d333c0e,"4 Feb 2020, 21:59",1580871598,0.18503097,received
6f5264b788f52180fb1e2c47fcc8fc39c946d07d6fe7727503a05878daf1b10a,"4 Feb 2020, 19:57",1580864278,0.22314598,received
801cc3dd09f7221101af10b6dabba9a8de854e12206a8f020abfae3fb8e6a318,"4 Feb 2020, 17:45",1580856313,0.17463599,received
34297efd52a873c5bdc171d78da090eab9ea5eb672ce520ee4ebd8ddf04aa270,"4 Feb 2020, 15:30",1580848208,0.29729699,received
49a4d56675e0ba5b45f2eb474e2b6f6d0c7a1331a39cb81a32543d8436c9c3e5,"4 Feb 2020, 13:24",1580840688,0.12751198,received
4e67678e37ec8e13adeefeb16dbc5825e5badc90bd8cd3f87511d272640fafcc,"4 Feb 2020, 11:13",1580832803,0.17740799,received
bcf86434ad42be9b064a3ac424ef6c889ef96a65f093bdc68f3f09ebbab7ac6f,"4 Feb 2020, 09:06",1580825219,0.18087298,received
a905d8d04a6804f23a3541d489caa255bf0a13f264a04cb7ae18dd390db51aec,"4 Feb 2020, 07:01",1580817680,0.16909194,received
ce26a9c7d2668884c12a157ce2c9edacf5b1154a560e0715f34335f886405cd1,"4 Feb 2020, 02:50",1580802605,0.16424091,received
2f708f2cbf8d16cf8c4815d186881db16a43295e268e11364f56f5136bec700e,"3 Feb 2020, 22:37",1580787446,0.10602885,received
d226c3f6c1a34323fc428f19d699715bb091a4f17de47490a05b86755d25bad5,"3 Feb 2020, 18:08",1580771310,0.149688,received
598d212722641d9ed0731ddc8ea1bd2c25192ef0d1a4402f4bb1e0c7bb2f23f1,"3 Feb 2020, 15:56",1580763412,0.21621597,received
e335d099f0a08e917bba01598ff7956172bb66b4ae6e028caa87937ea6ca7ae6,"3 Feb 2020, 13:29",1580754545,0.2016629,received
b7c0ffae9f86935ef5ec866e1c27351e09ffdbf7c34d297af410dc4fd43795da,"3 Feb 2020, 11:15",1580746526,0.15315299,received
30e254a2a92c2639c2bdbb037e6bf17177a40f198994bd45beeaf80c722ea2d2,"3 Feb 2020, 09:10",1580739056,0.11295899,received
7e655799e192ab93609935302abd2d7276e45e5dec89fb0b5a2a227a1a1d4fd5,"3 Feb 2020, 07:07",1580731666,0.17186391,received
2107fe3465c2882fea4527ef31e350ea2ff845888a2f98075c5de7a1778c1ec2,"3 Feb 2020, 02:54",1580716442,0.12681894,received
2b889aa54612f62ea319aba9c02e024aa9269bf47b1788d06792f4e4a6db3cb7,"3 Feb 2020, 00:44",1580708654,0.18503097,received
703545eb24763b18c01f6a87dac71c63344fd898584e87c8b82ac7b515314101,"2 Feb 2020, 22:41",1580701300,0.28205094,received
8117afe819b158272c0fe928b9bdb106444781d2b8f8b67a49962a6961ba5831,"2 Feb 2020, 18:14",1580685291,0.13444196,received
d26179f037049d216b244c1bcec958b2d4588ed138894fca0245bddab4591a50,"2 Feb 2020, 16:09",1580677752,0.13513499,received
1d2aa68a08bd4a69b3386d3ce835fc3017e68a89dd713f19cfb3ded70dcce661,"2 Feb 2020, 13:56",1580669771,0.17324996,received
1d1292773148f0754df91337bbac90793893b84c0a5d51eba17caf2ef4eae987,"2 Feb 2020, 11:43",1580661810,0.10741496,received
5d1d65885770032b4aaab74531936b76e59a618c24a7d907a407c6442e2e0ddd,"2 Feb 2020, 09:38",1580654329,0.15800399,received
f885354b64fb16a803a59ff0ffd30a5b021b29654b403159dde77f26c862942c,"2 Feb 2020, 07:25",1580646338,0.19819797,received
c48601b848f8eb49e6a34869ed9959ea63190cae76afdc0c231f9ef75f92b875,"2 Feb 2020, 05:15",1580638538,0.19681198,received
40f15a30829dc265db42b72f4d7975a6937a2559ad5434d85efe213509f102ec,"2 Feb 2020, 03:07",1580630849,0.11642398,received
7d989bb191392581b154731712a2aca48bdd21680d9fa6385c06ae9c9efa1da8,"2 Feb 2020, 01:01",1580623286,0.11226598,received
3bdd4b32b6ed79bf7f6686032e4297a528d1570d7789fee03e1859d44828e8c4,"1 Feb 2020, 22:58",1580615881,0.18572398,received
243567883a57c25145cc6e8ac7ea8686fba8097625325139d562989e83c185b8,"1 Feb 2020, 20:50",1580608201,0.16008296,received
0f8dc664b8d3bf3b8914c03c66c331503c5bf3bb64bb25b443a4574d37a363c2,"1 Feb 2020, 18:43",1580600619,0.16493396,received
40007dd1b2539719b59f9ff5e51fb2fc3eaca60dbea00b200fc53798e72dcac0,"1 Feb 2020, 16:41",1580593269,0.15038097,received
9f618973d7b84fe3446b91a83a6ebd578ae32e1228ca0cd87f9b2d5d5746956d,"1 Feb 2020, 14:34",1580585685,0.26195391,received
9f7f7e721ff7a4889e88b431440f4eacfe691cdb110d261b6aee85130bac2c7d,"1 Feb 2020, 10:18",1580570313,0.10533599,received
d3e6e7ae4aeaee8d1057e2a801d1af8fc024357f269c22d20f85075b2846b622,"1 Feb 2020, 08:15",1580562953,0.18918897,received
ea210892b88e8e3a91d9151667fd43c49721f7b0676f48cdd367f5bd42575d6f,"1 Feb 2020, 06:05",1580555136,0.15938996,received
73f546bc59791c6b7078795bc0e6461e501983df90936f364c80c389f811bf7a,"1 Feb 2020, 03:53",1580547236,0.15245998,received
6ec981c7384285c045473e6ec550a0121716063c8e33c0a5bb7e713618218d9a,"1 Feb 2020, 01:52",1580539929,0.10602897,received
af790af12c4ad1c0c671ea29ed37c0d3ba99ea532802f66d7ce28703fe432d56,"31 Jan 2020, 23:49",1580532586,0.16008298,received
a09a8d80c729a5f85722f3e10c94f222f85ecd0d94f2272ab4c538fc9507e5be,"31 Jan 2020, 21:40",1580524843,0.11780996,received
fdce2937884196812f581265eb916aa0dcd9b832e9702c15abae68a0414a5dc3,"31 Jan 2020, 19:24",1580516699,0.14067896,received
092587213a69d12180775b59b867614de29d4d2c3368e2a4d017142f8b272067,"31 Jan 2020, 17:18",1580509100,0.22383896,received
0f583a411530b4b7b9be2a9ae57ffb11b55bba153ceceebf2949d35a90aa88c3,"31 Jan 2020, 13:03",1580493802,0.14067899,received
6445b127d9ca7dc426ab12493d45e28d96f1525005cc8893cd615f8ff3e20e71,"31 Jan 2020, 10:53",1580486035,0.11780997,received
c5f340b23c545e87384b1bd75b131596bbbeef0978c5a2ab752fae66f702f644,"31 Jan 2020, 08:49",1580478584,0.13305599,received
a5f1eb30f69a947020fc4a1a9b8ed778d906e8eff9411620bd46104f164e6e89,"31 Jan 2020, 06:41",1580470913,0.11503797,received
